,id,country,urb/rur,age,sex,education,years_edu,work?,occupation,mar_status,spouse_job,housing,car,computer,income,household_income,participate,why_par,why_not_par
6716,6716,Lebanon,Urban,35.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Rented,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6717,6717,Lebanon,Urban,40.0,Male,BA,16.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Married,Housewife,Owned,Yes,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6718,6718,Lebanon,Urban,40.0,Male,Secondary,12.0,Yes,Private sector employee,Married,Housewife,Rented,Yes,Yes,2000.0,2000.0,"No, I did not",,Other
6719,6719,Lebanon,Urban,44.0,Female,BA,16.0,No,A housewife,Married,Private sector employee,Rented,No,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6720,6720,Lebanon,Urban,24.0,Female,BA,16.0,No,A housewife,Married,Government employee,Rented,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6721,6721,Lebanon,Urban,30.0,Female,Secondary,12.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6722,6722,Lebanon,Urban,25.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6723,6723,Lebanon,Urban,55.0,Male,BA,16.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,No,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6724,6724,Lebanon,Urban,55.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,No,700.0,700.0,"No, I did not",,Other
6725,6725,Lebanon,Urban,52.0,Male,BA,16.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,2000.0,2000.0,"No, I did not",,Other
6726,6726,Lebanon,Urban,32.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Rented,Yes,No,,1000.0,"No, I did not",,I did not care to participate / It was not important
6727,6727,Lebanon,Urban,30.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,Government employee,Rented,No,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6728,6728,Lebanon,Urban,40.0,Male,Prepartory/Basic,8.0,Yes,A governmental employee,Married,Housewife,Rented,No,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6729,6729,Lebanon,Urban,23.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,No,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6730,6730,Lebanon,Urban,62.0,Male,Illiterate/No formal education,0.0,No,Retired,Married,Government employee,Rented,Yes,Yes,1200.0,2200.0,"No, I did not",,I did not care to participate / It was not important
6731,6731,Lebanon,Urban,35.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Government employee,Owned,Yes,Yes,,1300.0,"No, I did not",,I did not care to participate / It was not important
6732,6732,Lebanon,Urban,42.0,Male,Illiterate/No formal education,0.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6733,6733,Lebanon,Urban,34.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Private sector employee,Owned,No,No,,1200.0,"No, I did not",,I did not care to participate / It was not important
6734,6734,Lebanon,Urban,26.0,Male,Prepartory/Basic,8.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,No,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6735,6735,Lebanon,Urban,28.0,Female,Mid-level diploma (professional or technical,14.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,No,No,500.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6736,6736,Lebanon,Urban,23.0,Female,Mid-level diploma (professional or technical,14.0,No,A student,Bachelor,,Owned,No,Yes,,1500.0,"No, I did not",,I did not care to participate / It was not important
6737,6737,Lebanon,Urban,29.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Craftsperson,Owned,Yes,No,,1500.0,"No, I did not",,I did not care to participate / It was not important
6738,6738,Lebanon,Urban,21.0,Male,Elementary,5.0,Yes,Manual laborer,Bachelor,,Owned,No,No,200.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6739,6739,Lebanon,Urban,31.0,Female,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Married,Private sector employee,Rented,Yes,Yes,500.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6740,6740,Lebanon,Urban,20.0,Male,Elementary,5.0,Yes,A governmental employee,Bachelor,,Owned,Yes,No,700.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6741,6741,Lebanon,Urban,20.0,Female,Elementary,5.0,Yes,Manual laborer,Bachelor,,Owned,No,Yes,500.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6742,6742,Lebanon,Urban,62.0,Male,Secondary,12.0,No,Retired,Married,Housewife,Owned,Yes,No,1000.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6743,6743,Lebanon,Urban,55.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Manual laborer,Owned,No,Yes,,2000.0,"No, I did not",,I did not care to participate / It was not important
6744,6744,Lebanon,Urban,55.0,Male,BA,16.0,Yes,A governmental employee,Bachelor,,Owned,Yes,No,1000.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6745,6745,Lebanon,Urban,31.0,Male,Secondary,12.0,Yes,Private sector employee,Married,Government employee,Owned,Yes,Yes,700.0,1300.0,"No, I did not",,I did not care to participate / It was not important
6746,6746,Lebanon,Urban,20.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,No,,700.0,"No, I did not",,I did not care to participate / It was not important
6747,6747,Lebanon,Urban,26.0,Male,Prepartory/Basic,8.0,Yes,Manual laborer,Bachelor,,Owned,No,Yes,500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6748,6748,Lebanon,Urban,26.0,Male,Prepartory/Basic,8.0,Yes,Manual laborer,Married,Housewife,Owned,No,No,500.0,500.0,"No, I did not",,I did not care to participate / It was not important
6749,6749,Lebanon,Urban,31.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Married,Private sector employee,Rented,Yes,Yes,800.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6750,6750,Lebanon,Urban,20.0,Female,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Bachelor,,Owned,No,Yes,1000.0,2400.0,"No, I did not",,I did not care to participate / It was not important
6751,6751,Lebanon,Urban,42.0,Female,Secondary,12.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,,1200.0,"No, I did not",,I did not care to participate / It was not important
6752,6752,Lebanon,Urban,34.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,No,1000.0,1000.0,"No, I did not",,I was afraid to participate in these demonstrations
6753,6753,Lebanon,Urban,29.0,Female,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Married,Government employee,Rented,Yes,No,600.0,1600.0,"No, I did not",,I did not care to participate / It was not important
6754,6754,Lebanon,Urban,63.0,Male,Elementary,5.0,No,Retired,Married,Government employee,Owned,Yes,Yes,1000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6755,6755,Lebanon,Urban,21.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Bachelor,,Owned,Yes,Yes,,1500.0,"No, I did not",,I did not care to participate / It was not important
6756,6756,Lebanon,Urban,28.0,Female,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,800.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6757,6757,Lebanon,Rural,42.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Private sector employee,Owned,No,No,,1500.0,"No, I did not",,I did not care to participate / It was not important
6758,6758,Lebanon,Rural,39.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,,Rented,No,Yes,,800.0,"No, I did not",,I did not care to participate / It was not important
6759,6759,Lebanon,Rural,19.0,Female,Secondary,12.0,No,A student,Bachelor,,Rented,No,Yes,200.0,1400.0,"No, I did not",,I did not care to participate / It was not important
6760,6760,Lebanon,Rural,21.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,No,Yes,400.0,1600.0,"No, I did not",,I did not care to participate / It was not important
6761,6761,Lebanon,Rural,20.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,100.0,1750.0,"No, I did not",,I did not care to participate / It was not important
6762,6762,Lebanon,Rural,19.0,Female,Elementary,5.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,No,No,,1000.0,"No, I did not",,I did not care to participate / It was not important
6763,6763,Lebanon,Rural,34.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Employer/director of an institution with less than 10 employees,Owned,Yes,Yes,700.0,2500.0,"No, I did not",,I did not care to participate / It was not important
6764,6764,Lebanon,Rural,22.0,Male,Illiterate/No formal education,0.0,Yes,Private sector employee,Bachelor,,Owned,No,Yes,500.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6765,6765,Lebanon,Rural,46.0,Male,Prepartory/Basic,8.0,Yes,,Married,Housewife,Rented,Yes,Yes,1600.0,1800.0,"No, I did not",,I did not care to participate / It was not important
6766,6766,Lebanon,Rural,37.0,Male,Secondary,12.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,Yes,800.0,800.0,"No, I did not",,I did not care to participate / It was not important
6767,6767,Lebanon,Rural,37.0,Male,BA,16.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Rented,Yes,Yes,1000.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6768,6768,Lebanon,Rural,43.0,Male,Mid-level diploma (professional or technical,14.0,Yes,A governmental employee,Married,Private sector employee,Owned,Yes,Yes,1000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6769,6769,Lebanon,Rural,52.0,Male,MA and above,19.0,Yes,Director of an institution or a high ranking governmental employee,Married,Housewife,Owned,Yes,Yes,1500.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6770,6770,Lebanon,Rural,33.0,Female,BA,16.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Rented,Yes,Yes,600.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6771,6771,Lebanon,Rural,58.0,Female,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Does not work,Owned,Yes,No,700.0,1700.0,"No, I did not",,I did not care to participate / It was not important
6772,6772,Lebanon,Rural,30.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,800.0,800.0,"No, I did not",,I did not care to participate / It was not important
6773,6773,Lebanon,Rural,20.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Bachelor,,Owned,Yes,Yes,1000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6774,6774,Lebanon,Rural,20.0,Female,Secondary,12.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,Yes,Yes,800.0,800.0,"No, I did not",,I did not care to participate / It was not important
6775,6775,Lebanon,Rural,28.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,Yes,,2000.0,"No, I did not",,I did not care to participate / It was not important
6776,6776,Lebanon,Rural,19.0,Female,Illiterate/No formal education,0.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,No,Yes,400.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6777,6777,Lebanon,Urban,22.0,Female,BA,16.0,No,A student,Bachelor,,Owned,Yes,Yes,,800.0,"No, I did not",,I did not care to participate / It was not important
6778,6778,Lebanon,Urban,33.0,Male,Prepartory/Basic,8.0,Yes,Agricultural worker/Owner of a farm,Married,Housewife,Owned,Yes,Yes,3000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
6779,6779,Lebanon,Urban,18.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6780,6780,Lebanon,Urban,42.0,Male,Mid-level diploma (professional or technical,14.0,Yes,,Married,Owner of a shop/grocery store,Rented,Yes,Yes,800.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6781,6781,Lebanon,Urban,19.0,Female,Mid-level diploma (professional or technical,14.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,Yes,Yes,200.0,800.0,"No, I did not",,I did not know who to support in these demonstrations
6782,6782,Lebanon,Urban,37.0,Male,Mid-level diploma (professional or technical,14.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6783,6783,Lebanon,Urban,33.0,Male,MA and above,19.0,Yes,A governmental employee,Bachelor,,Owned,Yes,Yes,1000.0,4500.0,"No, I did not",,I did not care to participate / It was not important
6784,6784,Lebanon,Urban,40.0,Female,BA,16.0,Yes,Owner of a shop/grocery store,Married,Government employee,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6785,6785,Lebanon,Urban,33.0,Female,BA,16.0,No,A housewife,Married,Government employee,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6786,6786,Lebanon,Urban,20.0,Male,Secondary,12.0,No,A student,Bachelor,,Rented,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6787,6787,Lebanon,Urban,76.0,Male,Elementary,5.0,Yes,,Married,Housewife,Owned,Yes,No,300.0,300.0,"No, I did not",,I did not care to participate / It was not important
6788,6788,Lebanon,Urban,61.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Rented,Yes,No,,,"No, I did not",,I did not care to participate / It was not important
6789,6789,Lebanon,Urban,64.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,No,200.0,800.0,"No, I did not",,I did not care to participate / It was not important
6790,6790,Lebanon,Urban,28.0,Female,BA,16.0,No,A housewife,Married,Government employee,Owned,Yes,Yes,,1200.0,"No, I did not",,I did not care to participate / It was not important
6791,6791,Lebanon,Urban,35.0,Female,BA,16.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,,1000.0,"No, I did not",,Don't know
6792,6792,Lebanon,Urban,40.0,Female,Elementary,5.0,Yes,A governmental employee,Bachelor,,Owned,No,No,600.0,600.0,"No, I did not",,I did not care to participate / It was not important
6793,6793,Lebanon,Urban,54.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,Yes,No,,800.0,"No, I did not",,I did not care to participate / It was not important
6794,6794,Lebanon,Urban,24.0,Male,BA,16.0,Yes,A governmental employee,Married,Private sector employee,Rented,Yes,Yes,1000.0,1500.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
6795,6795,Lebanon,Urban,34.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,800.0,1400.0,"No, I did not",,I did not know how to participate in these demonstrations
6796,6796,Lebanon,Urban,34.0,Female,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,Yes,No,500.0,1800.0,"No, I did not",,I did not care to participate / It was not important
6797,6797,Lebanon,Urban,47.0,Female,BA,16.0,Yes,Private sector employee,Married,Employer/director of an institution with less than 10 employees,Owned,Yes,Yes,,,"No, I did not",,I did not care to participate / It was not important
6798,6798,Lebanon,Urban,21.0,Female,Secondary,12.0,No,A student,Bachelor,,Rented,Yes,Yes,,2000.0,"No, I did not",,I did not care to participate / It was not important
6799,6799,Lebanon,Urban,43.0,Male,Elementary,5.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,333.0,333.0,"No, I did not",,I did not care to participate / It was not important
6800,6800,Lebanon,Urban,21.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,,3000.0,"No, I did not",,I did not care to participate / It was not important
